"Sex","Cancer","Age","Case","PY"
2,19,13,2,5247731
2,19,14,2,4648408
2,19,15,2,3522098
2,19,16,2,2382194
2,19,17,1,1422943
2,19,18,1,920211
2,19,19,0,0
1,20,1,0,6655812
1,20,2,0,8598995
1,20,3,0,9263734
1,20,4,1,8375867
1,20,5,0,9705747
1,20,6,2,10095552
1,20,7,1,11225177
1,20,8,0,11262082
1,20,9,14,11043758
1,20,10,42,10067169
1,20,11,76,7231868
1,20,12,129,5541349
1,20,13,204,4722669
1,20,14,257,3753695
1,20,15,181,2329646
1,20,16,92,1257889
1,20,17,48,654160
1,20,18,20,307038
1,20,19,0,0
2,20,1,0,6122426
2,20,2,0,7790860
2,20,3,0,8179255
2,20,4,1,7590641
2,20,5,1,9127892
2,20,6,0,9662183
2,20,7,1,10790890
2,20,8,4,10859221
2,20,9,6,10542705
2,20,10,7,9778195
2,20,11,11,7160051
2,20,12,9,5654049
2,20,13,12,5247731
2,20,14,16,4648408
2,20,15,9,3522098
2,20,16,10,2382194
2,20,17,5,1422943
2,20,18,1,920211
2,20,19,0,0
1,21,1,0,6655812
1,21,2,0,8598995
1,21,3,0,9263734
1,21,4,0,8375867
1,21,5,0,9705747
1,21,6,0,10095552
1,21,7,2,11225177
1,21,8,3,11262082
1,21,9,2,11043758
1,21,10,6,10067169
1,21,11,11,7231868
1,21,12,22,5541349
1,21,13,23,4722669
1,21,14,26,3753695
1,21,15,15,2329646
1,21,16,15,1257889
1,21,17,7,654160
1,21,18,7,307038
1,21,19,0,0
2,21,1,0,6122426
2,21,2,0,7790860
2,21,3,1,8179255
2,21,4,0,7590641
2,21,5,0,9127892
2,21,6,1,9662183
2,21,7,2,10790890
2,21,8,1,10859221
2,21,9,1,10542705
2,21,10,2,9778195
2,21,11,3,7160051
2,21,12,2,5654049
2,21,13,6,5247731
2,21,14,4,4648408
2,21,15,1,3522098
2,21,16,5,2382194
2,21,17,2,1422943
2,21,18,2,920211
2,21,19,0,0
1,22,1,44,6655812
1,22,2,15,8598995
1,22,3,24,9263734
1,22,4,73,8375867
1,22,5,242,9705747
1,22,6,715,10095552
1,22,7,2138,11225177
1,22,8,4870,11262082
1,22,9,10891,11043758
1,22,10,19110,10067169
1,22,11,24507,7231868
1,22,12,29286,5541349
1,22,13,35340,4722669
1,22,14,37827,3753695
1,22,15,28700,2329646
1,22,16,17324,1257889
1,22,17,9188,654160
1,22,18,3718,307038
1,22,19,0,0
2,22,1,38,6122426
2,22,2,10,7790860
2,22,3,21,8179255
2,22,4,57,7590641
2,22,5,277,9127892
2,22,6,743,9662183
2,22,7,1969,10790890
2,22,8,3361,10859221
2,22,9,5584,10542705
2,22,10,8020,9778195
2,22,11,9260,7160051
2,22,12,11301,5654049
2,22,13,14721,5247731
2,22,14,17587,4648408
2,22,15,17565,3522098
2,22,16,14444,2382194
2,22,17,9339,1422943
2,22,18,5167,920211
2,22,19,1,0
1,23,1,0,6655812
1,23,2,0,8598995
1,23,3,0,9263734
1,23,4,0,8375867
1,23,5,1,9705747
1,23,6,4,10095552
1,23,7,9,11225177
1,23,8,22,11262082
1,23,9,81,11043758
1,23,10,314,10067169
1,23,11,583,7231868
1,23,12,1065,5541349
1,23,13,1784,4722669
1,23,14,2143,3753695
1,23,15,1659,2329646
1,23,16,938,1257889
1,23,17,447,654160
1,23,18,153,307038
1,23,19,0,0
2,23,1,0,6122426
2,23,2,0,7790860
2,23,3,0,8179255
2,23,4,1,7590641
2,23,5,1,9127892
2,23,6,1,9662183
2,23,7,1,10790890
2,23,8,9,10859221
2,23,9,27,10542705
2,23,10,38,9778195
2,23,11,47,7160051
2,23,12,59,5654049
2,23,13,92,5247731
2,23,14,113,4648408
2,23,15,141,3522098
2,23,16,157,2382194
2,23,17,125,1422943
2,23,18,72,920211
2,23,19,0,0
1,24,1,0,6655812
1,24,2,0,8598995
